Temperature C,Height m,Amokrane,Angelo,Hsu,Ruckenstein
24.2,0,0,0,0,0
24.2,0.01,0.0251688492746464,0.0585271609950001,0.0458038583311182,0.0984850875406507
24.2,0.02,0.0470843670366564,0.108574177642061,0.0852273000035514,0.18634468886514
24.2,0.03,0.0666875675157345,0.152692419609852,0.12017013520148,0.266003822669491
24.2,0.04,0.0845425205017582,0.192341211125025,0.15175784036095,0.338971813553035
24.2,0.05,0.101046054405196,0.228446773698069,0.180684097753161,0.406376492710913
24.2,0.06,0.116450315496756,0.261695705322206,0.207438096179118,0.469068069986322
24.2,0.07,0.130935817845595,0.292597072140927,0.232392173020676,0.52765145983936
24.2,0.08,0.144629395626433,0.321521665840993,0.255829856576398,0.582611725117057
24.2,0.09,0.157631349212542,0.348727119794651,0.277969461140065,0.634324278821819
24.2,0.1,0.170027985729765,0.374434422284522,0.298963469367605,0.683106486722018
24.2,0.11,0.181892979584412,0.398804262818901,0.318947361782553,0.729234385101204
24.2,0.12,0.193287616408401,0.421980698398102,0.338027794348129,0.772950532549049
24.2,0.13,0.204263722592392,0.444089674608531,0.356291998704934,0.814469342241082
24.2,0.14,0.214863121039285,0.465239701623364,0.373817921645476,0.853973315633338
24.2,0.15,0.225117740853946,0.485524244811583,0.3906753821286,0.891619062885788
24.2,0.16,0.23505183663209,0.505021747858582,0.406923535413944,0.927537564562898
24.2,0.17,0.244690532530274,0.523796220145173,0.422612921017603,0.961846679028763
24.2,0.18,0.254056106521494,0.541901188209325,0.437786333036482,0.994654425199898
24.2,0.19,0.263167935486136,0.559382270151996,0.45248118946174,1.02605755735378
24.2,0.2,0.272043484018839,0.576286037294566,0.46672800170742,1.05614472154513
24.2,0.21,0.280698513267154,0.592649909277323,0.480558006233599,1.08499663317884
24.2,0.22,0.28914712715009,0.608509324761024,0.493997902747604,1.11268736483211
24.2,0.23,0.297402244731066,0.623896589877402,0.507071122049928,1.13928501473155
24.2,0.24,0.305475272124431,0.638840894130687,0.519799608723879,1.16485154611496
24.2,0.25,0.313376147013662,0.653368786704421,0.532203651864277,1.18944349299957
24.2,0.26,0.321113698222104,0.667504179707274,0.544301472702345,1.21311199194205
24.2,0.27,0.328696650411044,0.681268442430934,0.556109621113685,1.23590520823973
24.2,0.28,0.336132831195807,0.694680975263957,0.567643112105705,1.25786791690393
24.2,0.29,0.343429363356002,0.707759380860464,0.578915728348209,1.27904139404157
24.2,0.3,0.350592874420957,0.720520707490905,0.589939743094217,1.29946426358548
24.2,0.31,0.357629531307607,0.732979930979519,0.600727178815367,1.31917267909197
24.2,0.32,0.364545048927921,0.745151297554429,0.61128884011232,1.33820060306327
24.2,0.33,0.371344776686069,0.757048084713485,0.621634671456261,1.35657985636751
24.2,0.34,0.378033626770478,0.768682651479124,0.631774095836454,1.3743400876426
24.2,0.35,0.384616093914466,0.780066530746287,0.641715960241907,1.39150903436893
24.2,0.36,0.391096336115036,0.791210430027676,0.651468473560962,1.4081125324745
24.2,0.37,0.397478388875328,0.802124253811111,0.66103929423737,1.42417516165782
24.2,0.38,0.403765982466694,0.812817234826407,0.670435564050487,1.43971999842355
24.2,0.39,0.409962602338112,0.823297979446083,0.679663976671079,1.45476872233784
24.2,0.4,0.416071546158133,0.833574768961351,0.688730712308951,1.46934187853841
24.2,0.41,0.422095932753319,0.843655181990001,0.697641773085479,1.48345895990404
24.2,0.42,0.42803870461036,0.853546475432818,0.706402709451152,1.49713849080964
24.2,0.43,0.43390265272165,0.863255510914445,0.715018741785702,1.51039801184636
24.2,0.44,0.439690394127909,0.872788777538211,0.723494860238707,1.52325409209167
24.2,0.45,0.445404379894084,0.882152419573244,0.731835804265119,1.53572243207028
24.2,0.46,0.451046921411368,0.891352236701982,0.74004604773053,1.54781786707838
24.2,0.47,0.456620257823974,0.900393691482074,0.748129827376235,1.5595545988268
24.2,0.48,0.462126495530371,0.909281951736047,0.756091154404171,1.57094606480462
24.2,0.49,0.467567631749862,0.918021907448378,0.76393383645503,1.58200502324168
24.2,0.5,0.472945575453239,0.926618272219733,0.771661456183807,1.59274365910287
24.2,0.51,0.478262150548819,0.935075453413884,0.779277491771972,1.60317362520947
24.2,0.52,0.483519096836417,0.943397694963911,0.786785214469667,1.61330607459676
24.2,0.53,0.488718079342636,0.951589048323504,0.794187739152335,1.62315164357067
24.2,0.54,0.493860679368691,0.959653383210286,0.801488062687776,1.63272046519889
24.2,0.55,0.498948398138154,0.967594398377659,0.808689054842729,1.64202221610723
24.2,0.56,0.503982667553418,0.975415621717346,0.815793453559485,1.65106611785779
24.2,0.57,0.50896487700236,0.983120413335384,0.822803876599465,1.65986103679607
24.2,0.58,0.513896348345974,0.990711982508806,0.829722826411557,1.66841541027463
24.2,0.59,0.518778346706965,0.998193395262011,0.836552698862857,1.67673730320368
24.2,0.6,0.523612089731629,1.0055676163168,0.843295774570717,1.68483445848064
24.2,0.61,0.528398748974064,1.01283745440972,0.849954271213555,1.69271431981485
24.2,0.62,0.533139450328415,1.02000562622224,0.856530297656134,1.7003840465476
24.2,0.63,0.53783527819927,1.02707474288957,0.863025878172375,1.70785050170691
24.2,0.64,0.542487271319337,1.03404731553769,0.869442969917582,1.71512026156052
24.2,0.65,0.547096424610255,1.04092576023507,0.875783458359668,1.72219963907157
